Statistic Label,Year,County,Species,Forest Owner,UNIT,VALUE
Afforestation Area,2014,Co. Sligo,Broadleaf,Total Afforestation,Hectares,49.0
Afforestation Area,2014,Co. Sligo,Broadleaf,Farmer,Hectares,47.0
Afforestation Area,2014,Co. Sligo,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2014,Co. Sligo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2014,Co. Sligo,Conifer,Total Afforestation,Hectares,333.0
Afforestation Area,2014,Co. Sligo,Conifer,Farmer,Hectares,320.0
Afforestation Area,2014,Co. Sligo,Conifer,Non-Farmer,Hectares,13.0
Afforestation Area,2014,Co. Sligo,Conifer,Public Sector,Hectares,
Afforestation Area,2014,Co. Tipperary,Total Afforestation,Total Afforestation,Hectares,330.0
Afforestation Area,2014,Co. Tipperary,Total Afforestation,Farmer,Hectares,328.0
Afforestation Area,2014,Co. Tipperary,Total Afforestation,Non-Farmer,Hectares,2.0
Afforestation Area,2014,Co. Tipperary,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2014,Co. Tipperary,Broadleaf,Total Afforestation,Hectares,64.0
Afforestation Area,2014,Co. Tipperary,Broadleaf,Farmer,Hectares,63.0
Afforestation Area,2014,Co. Tipperary,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2014,Co. Tipperary,Broadleaf,Public Sector,Hectares,
Afforestation Area,2014,Co. Tipperary,Conifer,Total Afforestation,Hectares,266.0
Afforestation Area,2014,Co. Tipperary,Conifer,Farmer,Hectares,266.0
Afforestation Area,2014,Co. Tipperary,Conifer,Non-Farmer,Hectares,
Afforestation Area,2014,Co. Tipperary,Conifer,Public Sector,Hectares,
Afforestation Area,2014,Co. Waterford,Total Afforestation,Total Afforestation,Hectares,122.0
Afforestation Area,2014,Co. Waterford,Total Afforestation,Farmer,Hectares,118.0
Afforestation Area,2014,Co. Waterford,Total Afforestation,Non-Farmer,Hectares,3.0
Afforestation Area,2014,Co. Waterford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2014,Co. Waterford,Broadleaf,Total Afforestation,Hectares,36.0
Afforestation Area,2014,Co. Waterford,Broadleaf,Farmer,Hectares,36.0
Afforestation Area,2014,Co. Waterford,Broadleaf,Non-Farmer,Hectares,0.0
Afforestation Area,2014,Co. Waterford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2014,Co. Waterford,Conifer,Total Afforestation,Hectares,85.0
Afforestation Area,2014,Co. Waterford,Conifer,Farmer,Hectares,82.0
Afforestation Area,2014,Co. Waterford,Conifer,Non-Farmer,Hectares,3.0
Afforestation Area,2014,Co. Waterford,Conifer,Public Sector,Hectares,
Afforestation Area,2014,Co. Westmeath,Total Afforestation,Total Afforestation,Hectares,236.0
Afforestation Area,2014,Co. Westmeath,Total Afforestation,Farmer,Hectares,236.0
Afforestation Area,2014,Co. Westmeath,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2014,Co. Westmeath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2014,Co. Westmeath,Broadleaf,Total Afforestation,Hectares,81.0
Afforestation Area,2014,Co. Westmeath,Broadleaf,Farmer,Hectares,81.0
Afforestation Area,2014,Co. Westmeath,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2014,Co. Westmeath,Broadleaf,Public Sector,Hectares,
Afforestation Area,2014,Co. Westmeath,Conifer,Total Afforestation,Hectares,155.0
Afforestation Area,2014,Co. Westmeath,Conifer,Farmer,Hectares,155.0
Afforestation Area,2014,Co. Westmeath,Conifer,Non-Farmer,Hectares,
Afforestation Area,2014,Co. Westmeath,Conifer,Public Sector,Hectares,
Afforestation Area,2014,Co. Wexford,Total Afforestation,Total Afforestation,Hectares,160.0
Afforestation Area,2014,Co. Wexford,Total Afforestation,Farmer,Hectares,157.0
Afforestation Area,2014,Co. Wexford,Total Afforestation,Non-Farmer,Hectares,3.0
Afforestation Area,2014,Co. Wexford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2014,Co. Wexford,Broadleaf,Total Afforestation,Hectares,59.0
Afforestation Area,2014,Co. Wexford,Broadleaf,Farmer,Hectares,59.0
Afforestation Area,2014,Co. Wexford,Broadleaf,Non-Farmer,Hectares,0.0
Afforestation Area,2014,Co. Wexford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2014,Co. Wexford,Conifer,Total Afforestation,Hectares,101.0
Afforestation Area,2014,Co. Wexford,Conifer,Farmer,Hectares,98.0
Afforestation Area,2014,Co. Wexford,Conifer,Non-Farmer,Hectares,3.0
Afforestation Area,2014,Co. Wexford,Conifer,Public Sector,Hectares,
Afforestation Area,2014,Co. Wicklow,Total Afforestation,Total Afforestation,Hectares,219.0
Afforestation Area,2014,Co. Wicklow,Total Afforestation,Farmer,Hectares,216.0
Afforestation Area,2014,Co. Wicklow,Total Afforestation,Non-Farmer,Hectares,3.0
Afforestation Area,2014,Co. Wicklow,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2014,Co. Wicklow,Broadleaf,Total Afforestation,Hectares,53.0
Afforestation Area,2014,Co. Wicklow,Broadleaf,Farmer,Hectares,50.0
Afforestation Area,2014,Co. Wicklow,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2014,Co. Wicklow,Broadleaf,Public Sector,Hectares,
Afforestation Area,2014,Co. Wicklow,Conifer,Total Afforestation,Hectares,166.0
Afforestation Area,2014,Co. Wicklow,Conifer,Farmer,Hectares,166.0
Afforestation Area,2014,Co. Wicklow,Conifer,Non-Farmer,Hectares,
Afforestation Area,2014,Co. Wicklow,Conifer,Public Sector,Hectares,
Afforestation Area,2014,Ireland,Total Afforestation,Total Afforestation,Hectares,6156.0
Afforestation Area,2014,Ireland,Total Afforestation,Farmer,Hectares,5978.0
Afforestation Area,2014,Ireland,Total Afforestation,Non-Farmer,Hectares,178.0
Afforestation Area,2014,Ireland,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2014,Ireland,Broadleaf,Total Afforestation,Hectares,1348.0
Afforestation Area,2014,Ireland,Broadleaf,Farmer,Hectares,1291.0
Afforestation Area,2014,Ireland,Broadleaf,Non-Farmer,Hectares,57.0
Afforestation Area,2014,Ireland,Broadleaf,Public Sector,Hectares,
Afforestation Area,2014,Ireland,Conifer,Total Afforestation,Hectares,4808.0
Afforestation Area,2014,Ireland,Conifer,Farmer,Hectares,4687.0
Afforestation Area,2014,Ireland,Conifer,Non-Farmer,Hectares,121.0
Afforestation Area,2014,Ireland,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Carlow,Total Afforestation,Total Afforestation,Hectares,82.0
Afforestation Area,2015,Co. Carlow,Total Afforestation,Farmer,Hectares,82.0
Afforestation Area,2015,Co. Carlow,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2015,Co. Carlow,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Carlow,Broadleaf,Total Afforestation,Hectares,19.0
Afforestation Area,2015,Co. Carlow,Broadleaf,Farmer,Hectares,19.0
Afforestation Area,2015,Co. Carlow,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2015,Co. Carlow,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Carlow,Conifer,Total Afforestation,Hectares,63.0
Afforestation Area,2015,Co. Carlow,Conifer,Farmer,Hectares,63.0
Afforestation Area,2015,Co. Carlow,Conifer,Non-Farmer,Hectares,
Afforestation Area,2015,Co. Carlow,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Cavan,Total Afforestation,Total Afforestation,Hectares,277.0
Afforestation Area,2015,Co. Cavan,Total Afforestation,Farmer,Hectares,218.0
Afforestation Area,2015,Co. Cavan,Total Afforestation,Non-Farmer,Hectares,59.0
Afforestation Area,2015,Co. Cavan,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Cavan,Broadleaf,Total Afforestation,Hectares,57.0
Afforestation Area,2015,Co. Cavan,Broadleaf,Farmer,Hectares,46.0
Afforestation Area,2015,Co. Cavan,Broadleaf,Non-Farmer,Hectares,11.0
Afforestation Area,2015,Co. Cavan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Cavan,Conifer,Total Afforestation,Hectares,220.0
Afforestation Area,2015,Co. Cavan,Conifer,Farmer,Hectares,172.0
Afforestation Area,2015,Co. Cavan,Conifer,Non-Farmer,Hectares,48.0
Afforestation Area,2015,Co. Cavan,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Clare,Total Afforestation,Total Afforestation,Hectares,568.0
Afforestation Area,2015,Co. Clare,Total Afforestation,Farmer,Hectares,498.0
Afforestation Area,2015,Co. Clare,Total Afforestation,Non-Farmer,Hectares,70.0
Afforestation Area,2015,Co. Clare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Clare,Broadleaf,Total Afforestation,Hectares,106.0
Afforestation Area,2015,Co. Clare,Broadleaf,Farmer,Hectares,94.0
Afforestation Area,2015,Co. Clare,Broadleaf,Non-Farmer,Hectares,12.0
Afforestation Area,2015,Co. Clare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Clare,Conifer,Total Afforestation,Hectares,461.0
Afforestation Area,2015,Co. Clare,Conifer,Farmer,Hectares,404.0
Afforestation Area,2015,Co. Clare,Conifer,Non-Farmer,Hectares,58.0
Afforestation Area,2015,Co. Clare,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Cork,Total Afforestation,Total Afforestation,Hectares,663.0
Afforestation Area,2015,Co. Cork,Total Afforestation,Farmer,Hectares,589.0
Afforestation Area,2015,Co. Cork,Total Afforestation,Non-Farmer,Hectares,74.0
Afforestation Area,2015,Co. Cork,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Cork,Broadleaf,Total Afforestation,Hectares,148.0
Afforestation Area,2015,Co. Cork,Broadleaf,Farmer,Hectares,131.0
Afforestation Area,2015,Co. Cork,Broadleaf,Non-Farmer,Hectares,17.0
Afforestation Area,2015,Co. Cork,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Cork,Conifer,Total Afforestation,Hectares,515.0
Afforestation Area,2015,Co. Cork,Conifer,Farmer,Hectares,458.0
Afforestation Area,2015,Co. Cork,Conifer,Non-Farmer,Hectares,57.0
Afforestation Area,2015,Co. Cork,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Donegal,Total Afforestation,Total Afforestation,Hectares,72.0
Afforestation Area,2015,Co. Donegal,Total Afforestation,Farmer,Hectares,47.0
Afforestation Area,2015,Co. Donegal,Total Afforestation,Non-Farmer,Hectares,25.0
Afforestation Area,2015,Co. Donegal,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Donegal,Broadleaf,Total Afforestation,Hectares,10.0
Afforestation Area,2015,Co. Donegal,Broadleaf,Farmer,Hectares,6.0
Afforestation Area,2015,Co. Donegal,Broadleaf,Non-Farmer,Hectares,4.0
Afforestation Area,2015,Co. Donegal,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Donegal,Conifer,Total Afforestation,Hectares,62.0
Afforestation Area,2015,Co. Donegal,Conifer,Farmer,Hectares,41.0
Afforestation Area,2015,Co. Donegal,Conifer,Non-Farmer,Hectares,21.0
Afforestation Area,2015,Co. Donegal,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Dublin,Total Afforestation,Total Afforestation,Hectares,8.0
Afforestation Area,2015,Co. Dublin,Total Afforestation,Farmer,Hectares,5.0
Afforestation Area,2015,Co. Dublin,Total Afforestation,Non-Farmer,Hectares,3.0
Afforestation Area,2015,Co. Dublin,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Dublin,Broadleaf,Total Afforestation,Hectares,2.0
Afforestation Area,2015,Co. Dublin,Broadleaf,Farmer,Hectares,1.0
Afforestation Area,2015,Co. Dublin,Broadleaf,Non-Farmer,Hectares,1.0
Afforestation Area,2015,Co. Dublin,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Dublin,Conifer,Total Afforestation,Hectares,7.0
Afforestation Area,2015,Co. Dublin,Conifer,Farmer,Hectares,5.0
Afforestation Area,2015,Co. Dublin,Conifer,Non-Farmer,Hectares,2.0
Afforestation Area,2015,Co. Dublin,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Galway,Total Afforestation,Total Afforestation,Hectares,432.0
Afforestation Area,2015,Co. Galway,Total Afforestation,Farmer,Hectares,387.0
Afforestation Area,2015,Co. Galway,Total Afforestation,Non-Farmer,Hectares,45.0
Afforestation Area,2015,Co. Galway,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Galway,Broadleaf,Total Afforestation,Hectares,115.0
Afforestation Area,2015,Co. Galway,Broadleaf,Farmer,Hectares,99.0
Afforestation Area,2015,Co. Galway,Broadleaf,Non-Farmer,Hectares,16.0
Afforestation Area,2015,Co. Galway,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Galway,Conifer,Total Afforestation,Hectares,317.0
Afforestation Area,2015,Co. Galway,Conifer,Farmer,Hectares,289.0
Afforestation Area,2015,Co. Galway,Conifer,Non-Farmer,Hectares,28.0
Afforestation Area,2015,Co. Galway,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Kerry,Total Afforestation,Total Afforestation,Hectares,435.0
Afforestation Area,2015,Co. Kerry,Total Afforestation,Farmer,Hectares,363.0
Afforestation Area,2015,Co. Kerry,Total Afforestation,Non-Farmer,Hectares,72.0
Afforestation Area,2015,Co. Kerry,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Kerry,Broadleaf,Total Afforestation,Hectares,108.0
Afforestation Area,2015,Co. Kerry,Broadleaf,Farmer,Hectares,77.0
Afforestation Area,2015,Co. Kerry,Broadleaf,Non-Farmer,Hectares,31.0
Afforestation Area,2015,Co. Kerry,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Kerry,Conifer,Total Afforestation,Hectares,327.0
Afforestation Area,2015,Co. Kerry,Conifer,Farmer,Hectares,285.0
Afforestation Area,2015,Co. Kerry,Conifer,Non-Farmer,Hectares,41.0
Afforestation Area,2015,Co. Kerry,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Kildare,Total Afforestation,Total Afforestation,Hectares,29.0
Afforestation Area,2015,Co. Kildare,Total Afforestation,Farmer,Hectares,20.0
Afforestation Area,2015,Co. Kildare,Total Afforestation,Non-Farmer,Hectares,9.0
Afforestation Area,2015,Co. Kildare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Kildare,Broadleaf,Total Afforestation,Hectares,5.0
Afforestation Area,2015,Co. Kildare,Broadleaf,Farmer,Hectares,4.0
Afforestation Area,2015,Co. Kildare,Broadleaf,Non-Farmer,Hectares,1.0
Afforestation Area,2015,Co. Kildare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Kildare,Conifer,Total Afforestation,Hectares,24.0
Afforestation Area,2015,Co. Kildare,Conifer,Farmer,Hectares,16.0
Afforestation Area,2015,Co. Kildare,Conifer,Non-Farmer,Hectares,8.0
Afforestation Area,2015,Co. Kildare,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Kilkenny,Total Afforestation,Total Afforestation,Hectares,260.0
Afforestation Area,2015,Co. Kilkenny,Total Afforestation,Farmer,Hectares,204.0
Afforestation Area,2015,Co. Kilkenny,Total Afforestation,Non-Farmer,Hectares,56.0
Afforestation Area,2015,Co. Kilkenny,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Kilkenny,Broadleaf,Total Afforestation,Hectares,69.0
Afforestation Area,2015,Co. Kilkenny,Broadleaf,Farmer,Hectares,59.0
Afforestation Area,2015,Co. Kilkenny,Broadleaf,Non-Farmer,Hectares,10.0
Afforestation Area,2015,Co. Kilkenny,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Kilkenny,Conifer,Total Afforestation,Hectares,192.0
Afforestation Area,2015,Co. Kilkenny,Conifer,Farmer,Hectares,145.0
Afforestation Area,2015,Co. Kilkenny,Conifer,Non-Farmer,Hectares,47.0
Afforestation Area,2015,Co. Kilkenny,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Laois,Total Afforestation,Total Afforestation,Hectares,198.0
Afforestation Area,2015,Co. Laois,Total Afforestation,Farmer,Hectares,173.0
Afforestation Area,2015,Co. Laois,Total Afforestation,Non-Farmer,Hectares,26.0
Afforestation Area,2015,Co. Laois,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Laois,Broadleaf,Total Afforestation,Hectares,22.0
Afforestation Area,2015,Co. Laois,Broadleaf,Farmer,Hectares,18.0
Afforestation Area,2015,Co. Laois,Broadleaf,Non-Farmer,Hectares,4.0
Afforestation Area,2015,Co. Laois,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Laois,Conifer,Total Afforestation,Hectares,176.0
Afforestation Area,2015,Co. Laois,Conifer,Farmer,Hectares,154.0
Afforestation Area,2015,Co. Laois,Conifer,Non-Farmer,Hectares,22.0
Afforestation Area,2015,Co. Laois,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Leitrim,Total Afforestation,Total Afforestation,Hectares,513.0
Afforestation Area,2015,Co. Leitrim,Total Afforestation,Farmer,Hectares,416.0
Afforestation Area,2015,Co. Leitrim,Total Afforestation,Non-Farmer,Hectares,97.0
Afforestation Area,2015,Co. Leitrim,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Leitrim,Broadleaf,Total Afforestation,Hectares,71.0
Afforestation Area,2015,Co. Leitrim,Broadleaf,Farmer,Hectares,55.0
Afforestation Area,2015,Co. Leitrim,Broadleaf,Non-Farmer,Hectares,16.0
Afforestation Area,2015,Co. Leitrim,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Leitrim,Conifer,Total Afforestation,Hectares,442.0
Afforestation Area,2015,Co. Leitrim,Conifer,Farmer,Hectares,360.0
Afforestation Area,2015,Co. Leitrim,Conifer,Non-Farmer,Hectares,82.0
Afforestation Area,2015,Co. Leitrim,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Limerick,Total Afforestation,Total Afforestation,Hectares,177.0
Afforestation Area,2015,Co. Limerick,Total Afforestation,Farmer,Hectares,163.0
Afforestation Area,2015,Co. Limerick,Total Afforestation,Non-Farmer,Hectares,14.0
Afforestation Area,2015,Co. Limerick,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Limerick,Broadleaf,Total Afforestation,Hectares,24.0
Afforestation Area,2015,Co. Limerick,Broadleaf,Farmer,Hectares,22.0
Afforestation Area,2015,Co. Limerick,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2015,Co. Limerick,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Limerick,Conifer,Total Afforestation,Hectares,152.0
Afforestation Area,2015,Co. Limerick,Conifer,Farmer,Hectares,141.0
Afforestation Area,2015,Co. Limerick,Conifer,Non-Farmer,Hectares,11.0
Afforestation Area,2015,Co. Limerick,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Longford,Total Afforestation,Total Afforestation,Hectares,286.0
Afforestation Area,2015,Co. Longford,Total Afforestation,Farmer,Hectares,215.0
Afforestation Area,2015,Co. Longford,Total Afforestation,Non-Farmer,Hectares,71.0
Afforestation Area,2015,Co. Longford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Longford,Broadleaf,Total Afforestation,Hectares,88.0
Afforestation Area,2015,Co. Longford,Broadleaf,Farmer,Hectares,41.0
Afforestation Area,2015,Co. Longford,Broadleaf,Non-Farmer,Hectares,48.0
Afforestation Area,2015,Co. Longford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Longford,Conifer,Total Afforestation,Hectares,198.0
Afforestation Area,2015,Co. Longford,Conifer,Farmer,Hectares,175.0
Afforestation Area,2015,Co. Longford,Conifer,Non-Farmer,Hectares,23.0
Afforestation Area,2015,Co. Longford,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Louth,Total Afforestation,Total Afforestation,Hectares,22.0
Afforestation Area,2015,Co. Louth,Total Afforestation,Farmer,Hectares,4.0
Afforestation Area,2015,Co. Louth,Total Afforestation,Non-Farmer,Hectares,19.0
Afforestation Area,2015,Co. Louth,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Louth,Broadleaf,Total Afforestation,Hectares,18.0
Afforestation Area,2015,Co. Louth,Broadleaf,Farmer,Hectares,4.0
Afforestation Area,2015,Co. Louth,Broadleaf,Non-Farmer,Hectares,14.0
Afforestation Area,2015,Co. Louth,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Louth,Conifer,Total Afforestation,Hectares,5.0
Afforestation Area,2015,Co. Louth,Conifer,Farmer,Hectares,0.0
Afforestation Area,2015,Co. Louth,Conifer,Non-Farmer,Hectares,4.0
Afforestation Area,2015,Co. Louth,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Mayo,Total Afforestation,Total Afforestation,Hectares,455.0
Afforestation Area,2015,Co. Mayo,Total Afforestation,Farmer,Hectares,424.0
Afforestation Area,2015,Co. Mayo,Total Afforestation,Non-Farmer,Hectares,31.0
Afforestation Area,2015,Co. Mayo,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Mayo,Broadleaf,Total Afforestation,Hectares,62.0
Afforestation Area,2015,Co. Mayo,Broadleaf,Farmer,Hectares,59.0
Afforestation Area,2015,Co. Mayo,Broadleaf,Non-Farmer,Hectares,4.0
Afforestation Area,2015,Co. Mayo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Mayo,Conifer,Total Afforestation,Hectares,393.0
Afforestation Area,2015,Co. Mayo,Conifer,Farmer,Hectares,365.0
Afforestation Area,2015,Co. Mayo,Conifer,Non-Farmer,Hectares,27.0
Afforestation Area,2015,Co. Mayo,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Meath,Total Afforestation,Total Afforestation,Hectares,73.0
Afforestation Area,2015,Co. Meath,Total Afforestation,Farmer,Hectares,60.0
Afforestation Area,2015,Co. Meath,Total Afforestation,Non-Farmer,Hectares,13.0
Afforestation Area,2015,Co. Meath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Meath,Broadleaf,Total Afforestation,Hectares,25.0
Afforestation Area,2015,Co. Meath,Broadleaf,Farmer,Hectares,22.0
Afforestation Area,2015,Co. Meath,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2015,Co. Meath,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Meath,Conifer,Total Afforestation,Hectares,48.0
Afforestation Area,2015,Co. Meath,Conifer,Farmer,Hectares,38.0
Afforestation Area,2015,Co. Meath,Conifer,Non-Farmer,Hectares,10.0
Afforestation Area,2015,Co. Meath,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Monaghan,Total Afforestation,Total Afforestation,Hectares,38.0
Afforestation Area,2015,Co. Monaghan,Total Afforestation,Farmer,Hectares,24.0
Afforestation Area,2015,Co. Monaghan,Total Afforestation,Non-Farmer,Hectares,14.0
Afforestation Area,2015,Co. Monaghan,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Monaghan,Broadleaf,Total Afforestation,Hectares,8.0
Afforestation Area,2015,Co. Monaghan,Broadleaf,Farmer,Hectares,6.0
Afforestation Area,2015,Co. Monaghan,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2015,Co. Monaghan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Monaghan,Conifer,Total Afforestation,Hectares,29.0
Afforestation Area,2015,Co. Monaghan,Conifer,Farmer,Hectares,18.0
Afforestation Area,2015,Co. Monaghan,Conifer,Non-Farmer,Hectares,12.0
Afforestation Area,2015,Co. Monaghan,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Offaly,Total Afforestation,Total Afforestation,Hectares,156.0
Afforestation Area,2015,Co. Offaly,Total Afforestation,Farmer,Hectares,130.0
Afforestation Area,2015,Co. Offaly,Total Afforestation,Non-Farmer,Hectares,26.0
Afforestation Area,2015,Co. Offaly,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Offaly,Broadleaf,Total Afforestation,Hectares,29.0
Afforestation Area,2015,Co. Offaly,Broadleaf,Farmer,Hectares,16.0
Afforestation Area,2015,Co. Offaly,Broadleaf,Non-Farmer,Hectares,13.0
Afforestation Area,2015,Co. Offaly,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Offaly,Conifer,Total Afforestation,Hectares,127.0
Afforestation Area,2015,Co. Offaly,Conifer,Farmer,Hectares,113.0
Afforestation Area,2015,Co. Offaly,Conifer,Non-Farmer,Hectares,14.0
Afforestation Area,2015,Co. Offaly,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Roscommon,Total Afforestation,Total Afforestation,Hectares,343.0
Afforestation Area,2015,Co. Roscommon,Total Afforestation,Farmer,Hectares,285.0
Afforestation Area,2015,Co. Roscommon,Total Afforestation,Non-Farmer,Hectares,49.0
Afforestation Area,2015,Co. Roscommon,Total Afforestation,Public Sector,Hectares,9.0
Afforestation Area,2015,Co. Roscommon,Broadleaf,Total Afforestation,Hectares,60.0
Afforestation Area,2015,Co. Roscommon,Broadleaf,Farmer,Hectares,52.0
Afforestation Area,2015,Co. Roscommon,Broadleaf,Non-Farmer,Hectares,7.0
Afforestation Area,2015,Co. Roscommon,Broadleaf,Public Sector,Hectares,0.0
Afforestation Area,2015,Co. Roscommon,Conifer,Total Afforestation,Hectares,283.0
Afforestation Area,2015,Co. Roscommon,Conifer,Farmer,Hectares,233.0
Afforestation Area,2015,Co. Roscommon,Conifer,Non-Farmer,Hectares,42.0
Afforestation Area,2015,Co. Roscommon,Conifer,Public Sector,Hectares,8.0
Afforestation Area,2015,Co. Sligo,Total Afforestation,Total Afforestation,Hectares,268.0
Afforestation Area,2015,Co. Sligo,Total Afforestation,Farmer,Hectares,233.0
Afforestation Area,2015,Co. Sligo,Total Afforestation,Non-Farmer,Hectares,35.0
Afforestation Area,2015,Co. Sligo,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Sligo,Broadleaf,Total Afforestation,Hectares,28.0
Afforestation Area,2015,Co. Sligo,Broadleaf,Farmer,Hectares,24.0
Afforestation Area,2015,Co. Sligo,Broadleaf,Non-Farmer,Hectares,4.0
Afforestation Area,2015,Co. Sligo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Sligo,Conifer,Total Afforestation,Hectares,240.0
Afforestation Area,2015,Co. Sligo,Conifer,Farmer,Hectares,209.0
Afforestation Area,2015,Co. Sligo,Conifer,Non-Farmer,Hectares,31.0
Afforestation Area,2015,Co. Sligo,Conifer,Public Sector,Hectares,
Afforestation Area,2015,Co. Tipperary,Total Afforestation,Total Afforestation,Hectares,341.0
Afforestation Area,2015,Co. Tipperary,Total Afforestation,Farmer,Hectares,301.0
Afforestation Area,2015,Co. Tipperary,Total Afforestation,Non-Farmer,Hectares,40.0
Afforestation Area,2015,Co. Tipperary,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2015,Co. Tipperary,Broadleaf,Total Afforestation,Hectares,73.0
Afforestation Area,2015,Co. Tipperary,Broadleaf,Farmer,Hectares,67.0
Afforestation Area,2015,Co. Tipperary,Broadleaf,Non-Farmer,Hectares,6.0
Afforestation Area,2015,Co. Tipperary,Broadleaf,Public Sector,Hectares,
Afforestation Area,2015,Co. Tipperary,Conifer,Total Afforestation,Hectares,268.0
Afforestation Area,2015,Co. Tipperary,Conifer,Farmer,Hectares,234.0
Afforestation Area,2015,Co. Tipperary,Conifer,Non-Farmer,Hectares,34.0
Afforestation Area,2015,Co. Tipperary,Conifer,Public Sector,Hectares,
