Statistic Label,Year,County,Species,Forest Owner,UNIT,VALUE
Afforestation Area,2008,Co. Cavan,Broadleaf,Total Afforestation,Hectares,72.0
Afforestation Area,2008,Co. Cavan,Broadleaf,Farmer,Hectares,72.0
Afforestation Area,2008,Co. Cavan,Broadleaf,Non-Farmer,Hectares,0.0
Afforestation Area,2008,Co. Cavan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Cavan,Conifer,Total Afforestation,Hectares,125.0
Afforestation Area,2008,Co. Cavan,Conifer,Farmer,Hectares,124.0
Afforestation Area,2008,Co. Cavan,Conifer,Non-Farmer,Hectares,1.0
Afforestation Area,2008,Co. Cavan,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Clare,Total Afforestation,Total Afforestation,Hectares,695.0
Afforestation Area,2008,Co. Clare,Total Afforestation,Farmer,Hectares,671.0
Afforestation Area,2008,Co. Clare,Total Afforestation,Non-Farmer,Hectares,25.0
Afforestation Area,2008,Co. Clare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Clare,Broadleaf,Total Afforestation,Hectares,273.0
Afforestation Area,2008,Co. Clare,Broadleaf,Farmer,Hectares,263.0
Afforestation Area,2008,Co. Clare,Broadleaf,Non-Farmer,Hectares,10.0
Afforestation Area,2008,Co. Clare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Clare,Conifer,Total Afforestation,Hectares,422.0
Afforestation Area,2008,Co. Clare,Conifer,Farmer,Hectares,408.0
Afforestation Area,2008,Co. Clare,Conifer,Non-Farmer,Hectares,14.0
Afforestation Area,2008,Co. Clare,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Cork,Total Afforestation,Total Afforestation,Hectares,1006.0
Afforestation Area,2008,Co. Cork,Total Afforestation,Farmer,Hectares,950.0
Afforestation Area,2008,Co. Cork,Total Afforestation,Non-Farmer,Hectares,56.0
Afforestation Area,2008,Co. Cork,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Cork,Broadleaf,Total Afforestation,Hectares,367.0
Afforestation Area,2008,Co. Cork,Broadleaf,Farmer,Hectares,352.0
Afforestation Area,2008,Co. Cork,Broadleaf,Non-Farmer,Hectares,15.0
Afforestation Area,2008,Co. Cork,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Cork,Conifer,Total Afforestation,Hectares,639.0
Afforestation Area,2008,Co. Cork,Conifer,Farmer,Hectares,598.0
Afforestation Area,2008,Co. Cork,Conifer,Non-Farmer,Hectares,41.0
Afforestation Area,2008,Co. Cork,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Donegal,Total Afforestation,Total Afforestation,Hectares,197.0
Afforestation Area,2008,Co. Donegal,Total Afforestation,Farmer,Hectares,179.0
Afforestation Area,2008,Co. Donegal,Total Afforestation,Non-Farmer,Hectares,19.0
Afforestation Area,2008,Co. Donegal,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Donegal,Broadleaf,Total Afforestation,Hectares,26.0
Afforestation Area,2008,Co. Donegal,Broadleaf,Farmer,Hectares,16.0
Afforestation Area,2008,Co. Donegal,Broadleaf,Non-Farmer,Hectares,10.0
Afforestation Area,2008,Co. Donegal,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Donegal,Conifer,Total Afforestation,Hectares,171.0
Afforestation Area,2008,Co. Donegal,Conifer,Farmer,Hectares,163.0
Afforestation Area,2008,Co. Donegal,Conifer,Non-Farmer,Hectares,9.0
Afforestation Area,2008,Co. Donegal,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Dublin,Total Afforestation,Total Afforestation,Hectares,11.0
Afforestation Area,2008,Co. Dublin,Total Afforestation,Farmer,Hectares,10.0
Afforestation Area,2008,Co. Dublin,Total Afforestation,Non-Farmer,Hectares,1.0
Afforestation Area,2008,Co. Dublin,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Dublin,Broadleaf,Total Afforestation,Hectares,10.0
Afforestation Area,2008,Co. Dublin,Broadleaf,Farmer,Hectares,8.0
Afforestation Area,2008,Co. Dublin,Broadleaf,Non-Farmer,Hectares,1.0
Afforestation Area,2008,Co. Dublin,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Dublin,Conifer,Total Afforestation,Hectares,1.0
Afforestation Area,2008,Co. Dublin,Conifer,Farmer,Hectares,1.0
Afforestation Area,2008,Co. Dublin,Conifer,Non-Farmer,Hectares,
Afforestation Area,2008,Co. Dublin,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Galway,Total Afforestation,Total Afforestation,Hectares,263.0
Afforestation Area,2008,Co. Galway,Total Afforestation,Farmer,Hectares,229.0
Afforestation Area,2008,Co. Galway,Total Afforestation,Non-Farmer,Hectares,6.0
Afforestation Area,2008,Co. Galway,Total Afforestation,Public Sector,Hectares,28.0
Afforestation Area,2008,Co. Galway,Broadleaf,Total Afforestation,Hectares,59.0
Afforestation Area,2008,Co. Galway,Broadleaf,Farmer,Hectares,57.0
Afforestation Area,2008,Co. Galway,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2008,Co. Galway,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Galway,Conifer,Total Afforestation,Hectares,204.0
Afforestation Area,2008,Co. Galway,Conifer,Farmer,Hectares,172.0
Afforestation Area,2008,Co. Galway,Conifer,Non-Farmer,Hectares,4.0
Afforestation Area,2008,Co. Galway,Conifer,Public Sector,Hectares,28.0
Afforestation Area,2008,Co. Kerry,Total Afforestation,Total Afforestation,Hectares,478.0
Afforestation Area,2008,Co. Kerry,Total Afforestation,Farmer,Hectares,476.0
Afforestation Area,2008,Co. Kerry,Total Afforestation,Non-Farmer,Hectares,3.0
Afforestation Area,2008,Co. Kerry,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Kerry,Broadleaf,Total Afforestation,Hectares,223.0
Afforestation Area,2008,Co. Kerry,Broadleaf,Farmer,Hectares,223.0
Afforestation Area,2008,Co. Kerry,Broadleaf,Non-Farmer,Hectares,0.0
Afforestation Area,2008,Co. Kerry,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Kerry,Conifer,Total Afforestation,Hectares,255.0
Afforestation Area,2008,Co. Kerry,Conifer,Farmer,Hectares,253.0
Afforestation Area,2008,Co. Kerry,Conifer,Non-Farmer,Hectares,2.0
Afforestation Area,2008,Co. Kerry,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Kildare,Total Afforestation,Total Afforestation,Hectares,17.0
Afforestation Area,2008,Co. Kildare,Total Afforestation,Farmer,Hectares,12.0
Afforestation Area,2008,Co. Kildare,Total Afforestation,Non-Farmer,Hectares,5.0
Afforestation Area,2008,Co. Kildare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Kildare,Broadleaf,Total Afforestation,Hectares,10.0
Afforestation Area,2008,Co. Kildare,Broadleaf,Farmer,Hectares,7.0
Afforestation Area,2008,Co. Kildare,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2008,Co. Kildare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Kildare,Conifer,Total Afforestation,Hectares,7.0
Afforestation Area,2008,Co. Kildare,Conifer,Farmer,Hectares,5.0
Afforestation Area,2008,Co. Kildare,Conifer,Non-Farmer,Hectares,2.0
Afforestation Area,2008,Co. Kildare,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Kilkenny,Total Afforestation,Total Afforestation,Hectares,199.0
Afforestation Area,2008,Co. Kilkenny,Total Afforestation,Farmer,Hectares,197.0
Afforestation Area,2008,Co. Kilkenny,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2008,Co. Kilkenny,Total Afforestation,Public Sector,Hectares,2.0
Afforestation Area,2008,Co. Kilkenny,Broadleaf,Total Afforestation,Hectares,91.0
Afforestation Area,2008,Co. Kilkenny,Broadleaf,Farmer,Hectares,91.0
Afforestation Area,2008,Co. Kilkenny,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2008,Co. Kilkenny,Broadleaf,Public Sector,Hectares,0.0
Afforestation Area,2008,Co. Kilkenny,Conifer,Total Afforestation,Hectares,107.0
Afforestation Area,2008,Co. Kilkenny,Conifer,Farmer,Hectares,106.0
Afforestation Area,2008,Co. Kilkenny,Conifer,Non-Farmer,Hectares,
Afforestation Area,2008,Co. Kilkenny,Conifer,Public Sector,Hectares,2.0
Afforestation Area,2008,Co. Laois,Total Afforestation,Total Afforestation,Hectares,178.0
Afforestation Area,2008,Co. Laois,Total Afforestation,Farmer,Hectares,178.0
Afforestation Area,2008,Co. Laois,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2008,Co. Laois,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Laois,Broadleaf,Total Afforestation,Hectares,55.0
Afforestation Area,2008,Co. Laois,Broadleaf,Farmer,Hectares,55.0
Afforestation Area,2008,Co. Laois,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2008,Co. Laois,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Laois,Conifer,Total Afforestation,Hectares,123.0
Afforestation Area,2008,Co. Laois,Conifer,Farmer,Hectares,123.0
Afforestation Area,2008,Co. Laois,Conifer,Non-Farmer,Hectares,
Afforestation Area,2008,Co. Laois,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Leitrim,Total Afforestation,Total Afforestation,Hectares,167.0
Afforestation Area,2008,Co. Leitrim,Total Afforestation,Farmer,Hectares,162.0
Afforestation Area,2008,Co. Leitrim,Total Afforestation,Non-Farmer,Hectares,5.0
Afforestation Area,2008,Co. Leitrim,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Leitrim,Broadleaf,Total Afforestation,Hectares,48.0
Afforestation Area,2008,Co. Leitrim,Broadleaf,Farmer,Hectares,45.0
Afforestation Area,2008,Co. Leitrim,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2008,Co. Leitrim,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Leitrim,Conifer,Total Afforestation,Hectares,120.0
Afforestation Area,2008,Co. Leitrim,Conifer,Farmer,Hectares,117.0
Afforestation Area,2008,Co. Leitrim,Conifer,Non-Farmer,Hectares,3.0
Afforestation Area,2008,Co. Leitrim,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Limerick,Total Afforestation,Total Afforestation,Hectares,441.0
Afforestation Area,2008,Co. Limerick,Total Afforestation,Farmer,Hectares,403.0
Afforestation Area,2008,Co. Limerick,Total Afforestation,Non-Farmer,Hectares,38.0
Afforestation Area,2008,Co. Limerick,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Limerick,Broadleaf,Total Afforestation,Hectares,176.0
Afforestation Area,2008,Co. Limerick,Broadleaf,Farmer,Hectares,172.0
Afforestation Area,2008,Co. Limerick,Broadleaf,Non-Farmer,Hectares,4.0
Afforestation Area,2008,Co. Limerick,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Limerick,Conifer,Total Afforestation,Hectares,264.0
Afforestation Area,2008,Co. Limerick,Conifer,Farmer,Hectares,230.0
Afforestation Area,2008,Co. Limerick,Conifer,Non-Farmer,Hectares,34.0
Afforestation Area,2008,Co. Limerick,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Longford,Total Afforestation,Total Afforestation,Hectares,86.0
Afforestation Area,2008,Co. Longford,Total Afforestation,Farmer,Hectares,82.0
Afforestation Area,2008,Co. Longford,Total Afforestation,Non-Farmer,Hectares,4.0
Afforestation Area,2008,Co. Longford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Longford,Broadleaf,Total Afforestation,Hectares,38.0
Afforestation Area,2008,Co. Longford,Broadleaf,Farmer,Hectares,35.0
Afforestation Area,2008,Co. Longford,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2008,Co. Longford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Longford,Conifer,Total Afforestation,Hectares,48.0
Afforestation Area,2008,Co. Longford,Conifer,Farmer,Hectares,47.0
Afforestation Area,2008,Co. Longford,Conifer,Non-Farmer,Hectares,0.0
Afforestation Area,2008,Co. Longford,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Louth,Total Afforestation,Total Afforestation,Hectares,65.0
Afforestation Area,2008,Co. Louth,Total Afforestation,Farmer,Hectares,52.0
Afforestation Area,2008,Co. Louth,Total Afforestation,Non-Farmer,Hectares,13.0
Afforestation Area,2008,Co. Louth,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Louth,Broadleaf,Total Afforestation,Hectares,28.0
Afforestation Area,2008,Co. Louth,Broadleaf,Farmer,Hectares,21.0
Afforestation Area,2008,Co. Louth,Broadleaf,Non-Farmer,Hectares,7.0
Afforestation Area,2008,Co. Louth,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Louth,Conifer,Total Afforestation,Hectares,38.0
Afforestation Area,2008,Co. Louth,Conifer,Farmer,Hectares,32.0
Afforestation Area,2008,Co. Louth,Conifer,Non-Farmer,Hectares,6.0
Afforestation Area,2008,Co. Louth,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Mayo,Total Afforestation,Total Afforestation,Hectares,344.0
Afforestation Area,2008,Co. Mayo,Total Afforestation,Farmer,Hectares,270.0
Afforestation Area,2008,Co. Mayo,Total Afforestation,Non-Farmer,Hectares,74.0
Afforestation Area,2008,Co. Mayo,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Mayo,Broadleaf,Total Afforestation,Hectares,99.0
Afforestation Area,2008,Co. Mayo,Broadleaf,Farmer,Hectares,88.0
Afforestation Area,2008,Co. Mayo,Broadleaf,Non-Farmer,Hectares,12.0
Afforestation Area,2008,Co. Mayo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Mayo,Conifer,Total Afforestation,Hectares,245.0
Afforestation Area,2008,Co. Mayo,Conifer,Farmer,Hectares,183.0
Afforestation Area,2008,Co. Mayo,Conifer,Non-Farmer,Hectares,62.0
Afforestation Area,2008,Co. Mayo,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Meath,Total Afforestation,Total Afforestation,Hectares,89.0
Afforestation Area,2008,Co. Meath,Total Afforestation,Farmer,Hectares,82.0
Afforestation Area,2008,Co. Meath,Total Afforestation,Non-Farmer,Hectares,7.0
Afforestation Area,2008,Co. Meath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Meath,Broadleaf,Total Afforestation,Hectares,43.0
Afforestation Area,2008,Co. Meath,Broadleaf,Farmer,Hectares,38.0
Afforestation Area,2008,Co. Meath,Broadleaf,Non-Farmer,Hectares,5.0
Afforestation Area,2008,Co. Meath,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Meath,Conifer,Total Afforestation,Hectares,46.0
Afforestation Area,2008,Co. Meath,Conifer,Farmer,Hectares,45.0
Afforestation Area,2008,Co. Meath,Conifer,Non-Farmer,Hectares,1.0
Afforestation Area,2008,Co. Meath,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Monaghan,Total Afforestation,Total Afforestation,Hectares,56.0
Afforestation Area,2008,Co. Monaghan,Total Afforestation,Farmer,Hectares,52.0
Afforestation Area,2008,Co. Monaghan,Total Afforestation,Non-Farmer,Hectares,4.0
Afforestation Area,2008,Co. Monaghan,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Monaghan,Broadleaf,Total Afforestation,Hectares,18.0
Afforestation Area,2008,Co. Monaghan,Broadleaf,Farmer,Hectares,17.0
Afforestation Area,2008,Co. Monaghan,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2008,Co. Monaghan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Monaghan,Conifer,Total Afforestation,Hectares,38.0
Afforestation Area,2008,Co. Monaghan,Conifer,Farmer,Hectares,36.0
Afforestation Area,2008,Co. Monaghan,Conifer,Non-Farmer,Hectares,2.0
Afforestation Area,2008,Co. Monaghan,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Offaly,Total Afforestation,Total Afforestation,Hectares,242.0
Afforestation Area,2008,Co. Offaly,Total Afforestation,Farmer,Hectares,240.0
Afforestation Area,2008,Co. Offaly,Total Afforestation,Non-Farmer,Hectares,2.0
Afforestation Area,2008,Co. Offaly,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Offaly,Broadleaf,Total Afforestation,Hectares,89.0
Afforestation Area,2008,Co. Offaly,Broadleaf,Farmer,Hectares,87.0
Afforestation Area,2008,Co. Offaly,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2008,Co. Offaly,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Offaly,Conifer,Total Afforestation,Hectares,153.0
Afforestation Area,2008,Co. Offaly,Conifer,Farmer,Hectares,153.0
Afforestation Area,2008,Co. Offaly,Conifer,Non-Farmer,Hectares,
Afforestation Area,2008,Co. Offaly,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Roscommon,Total Afforestation,Total Afforestation,Hectares,352.0
Afforestation Area,2008,Co. Roscommon,Total Afforestation,Farmer,Hectares,303.0
Afforestation Area,2008,Co. Roscommon,Total Afforestation,Non-Farmer,Hectares,13.0
Afforestation Area,2008,Co. Roscommon,Total Afforestation,Public Sector,Hectares,37.0
Afforestation Area,2008,Co. Roscommon,Broadleaf,Total Afforestation,Hectares,99.0
Afforestation Area,2008,Co. Roscommon,Broadleaf,Farmer,Hectares,90.0
Afforestation Area,2008,Co. Roscommon,Broadleaf,Non-Farmer,Hectares,1.0
Afforestation Area,2008,Co. Roscommon,Broadleaf,Public Sector,Hectares,8.0
Afforestation Area,2008,Co. Roscommon,Conifer,Total Afforestation,Hectares,253.0
Afforestation Area,2008,Co. Roscommon,Conifer,Farmer,Hectares,213.0
Afforestation Area,2008,Co. Roscommon,Conifer,Non-Farmer,Hectares,11.0
Afforestation Area,2008,Co. Roscommon,Conifer,Public Sector,Hectares,28.0
Afforestation Area,2008,Co. Sligo,Total Afforestation,Total Afforestation,Hectares,132.0
Afforestation Area,2008,Co. Sligo,Total Afforestation,Farmer,Hectares,118.0
Afforestation Area,2008,Co. Sligo,Total Afforestation,Non-Farmer,Hectares,14.0
Afforestation Area,2008,Co. Sligo,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Sligo,Broadleaf,Total Afforestation,Hectares,38.0
Afforestation Area,2008,Co. Sligo,Broadleaf,Farmer,Hectares,36.0
Afforestation Area,2008,Co. Sligo,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2008,Co. Sligo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Sligo,Conifer,Total Afforestation,Hectares,94.0
Afforestation Area,2008,Co. Sligo,Conifer,Farmer,Hectares,83.0
Afforestation Area,2008,Co. Sligo,Conifer,Non-Farmer,Hectares,11.0
Afforestation Area,2008,Co. Sligo,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Tipperary,Total Afforestation,Total Afforestation,Hectares,465.0
Afforestation Area,2008,Co. Tipperary,Total Afforestation,Farmer,Hectares,457.0
Afforestation Area,2008,Co. Tipperary,Total Afforestation,Non-Farmer,Hectares,7.0
Afforestation Area,2008,Co. Tipperary,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Tipperary,Broadleaf,Total Afforestation,Hectares,173.0
Afforestation Area,2008,Co. Tipperary,Broadleaf,Farmer,Hectares,171.0
Afforestation Area,2008,Co. Tipperary,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2008,Co. Tipperary,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Tipperary,Conifer,Total Afforestation,Hectares,292.0
Afforestation Area,2008,Co. Tipperary,Conifer,Farmer,Hectares,287.0
Afforestation Area,2008,Co. Tipperary,Conifer,Non-Farmer,Hectares,5.0
Afforestation Area,2008,Co. Tipperary,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Waterford,Total Afforestation,Total Afforestation,Hectares,156.0
Afforestation Area,2008,Co. Waterford,Total Afforestation,Farmer,Hectares,151.0
Afforestation Area,2008,Co. Waterford,Total Afforestation,Non-Farmer,Hectares,5.0
Afforestation Area,2008,Co. Waterford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Waterford,Broadleaf,Total Afforestation,Hectares,63.0
Afforestation Area,2008,Co. Waterford,Broadleaf,Farmer,Hectares,60.0
Afforestation Area,2008,Co. Waterford,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2008,Co. Waterford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2008,Co. Waterford,Conifer,Total Afforestation,Hectares,93.0
Afforestation Area,2008,Co. Waterford,Conifer,Farmer,Hectares,90.0
Afforestation Area,2008,Co. Waterford,Conifer,Non-Farmer,Hectares,3.0
Afforestation Area,2008,Co. Waterford,Conifer,Public Sector,Hectares,
Afforestation Area,2008,Co. Westmeath,Total Afforestation,Total Afforestation,Hectares,145.0
Afforestation Area,2008,Co. Westmeath,Total Afforestation,Farmer,Hectares,99.0
Afforestation Area,2008,Co. Westmeath,Total Afforestation,Non-Farmer,Hectares,46.0
Afforestation Area,2008,Co. Westmeath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2008,Co. Westmeath,Broadleaf,Total Afforestation,Hectares,43.0
Afforestation Area,2008,Co. Westmeath,Broadleaf,Farmer,Hectares,36.0
